date,lineage,count
27/11/2021,A,0
27/11/2021,B,1
27/11/2021,B.1.1.7,0
27/11/2021,B.1.617.2,42478
27/11/2021,B.1.1.529,0
27/11/2021,BA.2,0
27/11/2021,BA.4,0
27/11/2021,BA.5,0
27/11/2021,BA.1,19
27/11/2021,BA.2.75,0
27/11/2021,XBB,0
27/11/2021,BA.5.3,0
04/12/2021,A,0
04/12/2021,B,1
04/12/2021,B.1.1.7,0
04/12/2021,B.1.617.2,47485
04/12/2021,B.1.1.529,0
04/12/2021,BA.2,0
04/12/2021,BA.4,0
04/12/2021,BA.5,0
04/12/2021,BA.1,353
04/12/2021,BA.2.75,0
04/12/2021,XBB,0
04/12/2021,BA.5.3,0
11/12/2021,A,0
11/12/2021,B,2
11/12/2021,B.1.1.7,0
11/12/2021,B.1.617.2,41771
11/12/2021,B.1.1.529,3
11/12/2021,BA.2,2
11/12/2021,BA.4,0
11/12/2021,BA.5,0
11/12/2021,BA.1,5778
11/12/2021,BA.2.75,0
11/12/2021,XBB,0
11/12/2021,BA.5.3,0
18/12/2021,A,0
18/12/2021,B,3
18/12/2021,B.1.1.7,0
18/12/2021,B.1.617.2,19978
18/12/2021,B.1.1.529,8
18/12/2021,BA.2,0
18/12/2021,BA.4,0
18/12/2021,BA.5,0
18/12/2021,BA.1,29108
18/12/2021,BA.2.75,0
18/12/2021,XBB,0
18/12/2021,BA.5.3,1
25/12/2021,A,0
25/12/2021,B,0
25/12/2021,B.1.1.7,0
25/12/2021,B.1.617.2,4365
25/12/2021,B.1.1.529,4
25/12/2021,BA.2,1
25/12/2021,BA.4,0
25/12/2021,BA.5,0
25/12/2021,BA.1,20663
25/12/2021,BA.2.75,0
25/12/2021,XBB,0
25/12/2021,BA.5.3,0
01/01/2022,A,0
01/01/2022,B,0
01/01/2022,B.1.1.7,0
01/01/2022,B.1.617.2,1581
01/01/2022,B.1.1.529,2
01/01/2022,BA.2,8
01/01/2022,BA.4,0
01/01/2022,BA.5,1
01/01/2022,BA.1,35087
01/01/2022,BA.2.75,0
01/01/2022,XBB,0
01/01/2022,BA.5.3,0
08/01/2022,A,0
08/01/2022,B,1
08/01/2022,B.1.1.7,0
08/01/2022,B.1.617.2,763
08/01/2022,B.1.1.529,6
08/01/2022,BA.2,83
08/01/2022,BA.4,0
08/01/2022,BA.5,0
08/01/2022,BA.1,43681
08/01/2022,BA.2.75,0
08/01/2022,XBB,0
08/01/2022,BA.5.3,0
15/01/2022,A,0
15/01/2022,B,1
15/01/2022,B.1.1.7,0
15/01/2022,B.1.617.2,284
15/01/2022,B.1.1.529,0
15/01/2022,BA.2,305
15/01/2022,BA.4,0
15/01/2022,BA.5,1
15/01/2022,BA.1,36637
15/01/2022,BA.2.75,0
15/01/2022,XBB,0
15/01/2022,BA.5.3,0
22/01/2022,A,0
22/01/2022,B,0
22/01/2022,B.1.1.7,0
22/01/2022,B.1.617.2,114
22/01/2022,B.1.1.529,0
22/01/2022,BA.2,1214
22/01/2022,BA.4,1
22/01/2022,BA.5,0
22/01/2022,BA.1,41775
22/01/2022,BA.2.75,0
22/01/2022,XBB,0
22/01/2022,BA.5.3,0
29/01/2022,A,0
29/01/2022,B,0
29/01/2022,B.1.1.7,0
29/01/2022,B.1.617.2,39
29/01/2022,B.1.1.529,3
29/01/2022,BA.2,2515
29/01/2022,BA.4,0
29/01/2022,BA.5,1
29/01/2022,BA.1,35120
29/01/2022,BA.2.75,0
29/01/2022,XBB,0
29/01/2022,BA.5.3,0
05/02/2022,A,0
05/02/2022,B,1
05/02/2022,B.1.1.7,0
05/02/2022,B.1.617.2,20
05/02/2022,B.1.1.529,5
05/02/2022,BA.2,5931
05/02/2022,BA.4,0
05/02/2022,BA.5,0
05/02/2022,BA.1,35942
05/02/2022,BA.2.75,0
05/02/2022,XBB,0
05/02/2022,BA.5.3,0
12/02/2022,A,0
12/02/2022,B,0
12/02/2022,B.1.1.7,0
12/02/2022,B.1.617.2,14
12/02/2022,B.1.1.529,5
12/02/2022,BA.2,9404
12/02/2022,BA.4,0
12/02/2022,BA.5,0
12/02/2022,BA.1,28632
12/02/2022,BA.2.75,0
12/02/2022,XBB,0
12/02/2022,BA.5.3,0
19/02/2022,A,0
19/02/2022,B,0
19/02/2022,B.1.1.7,0
19/02/2022,B.1.617.2,14
19/02/2022,B.1.1.529,7
19/02/2022,BA.2,15250
19/02/2022,BA.4,0
19/02/2022,BA.5,0
19/02/2022,BA.1,21227
19/02/2022,BA.2.75,0
19/02/2022,XBB,0
19/02/2022,BA.5.3,0
26/02/2022,A,0
26/02/2022,B,0
26/02/2022,B.1.1.7,0
26/02/2022,B.1.617.2,5
26/02/2022,B.1.1.529,7
26/02/2022,BA.2,16606
26/02/2022,BA.4,0
26/02/2022,BA.5,0
26/02/2022,BA.1,11737
26/02/2022,BA.2.75,0
26/02/2022,XBB,0
26/02/2022,BA.5.3,0
05/03/2022,A,0
05/03/2022,B,0
05/03/2022,B.1.1.7,0
05/03/2022,B.1.617.2,0
05/03/2022,B.1.1.529,17
05/03/2022,BA.2,23972
05/03/2022,BA.4,0
05/03/2022,BA.5,0
05/03/2022,BA.1,7659
05/03/2022,BA.2.75,0
05/03/2022,XBB,0
05/03/2022,BA.5.3,0
12/03/2022,A,0
12/03/2022,B,0
12/03/2022,B.1.1.7,0
12/03/2022,B.1.617.2,6
12/03/2022,B.1.1.529,46
12/03/2022,BA.2,35159
12/03/2022,BA.4,0
12/03/2022,BA.5,0
12/03/2022,BA.1,5741
12/03/2022,BA.2.75,0
12/03/2022,XBB,0
12/03/2022,BA.5.3,0
19/03/2022,A,0
19/03/2022,B,0
19/03/2022,B.1.1.7,0
19/03/2022,B.1.617.2,5
19/03/2022,B.1.1.529,24
19/03/2022,BA.2,40191
19/03/2022,BA.4,0
19/03/2022,BA.5,0
19/03/2022,BA.1,3525
19/03/2022,BA.2.75,0
19/03/2022,XBB,0
19/03/2022,BA.5.3,0
26/03/2022,A,0
26/03/2022,B,0
26/03/2022,B.1.1.7,0
26/03/2022,B.1.617.2,6
26/03/2022,B.1.1.529,20
26/03/2022,BA.2,33740
26/03/2022,BA.4,1
26/03/2022,BA.5,0
26/03/2022,BA.1,1620
26/03/2022,BA.2.75,0
26/03/2022,XBB,0
26/03/2022,BA.5.3,0
02/04/2022,A,0
02/04/2022,B,0
02/04/2022,B.1.1.7,0
02/04/2022,B.1.617.2,0
02/04/2022,B.1.1.529,7
02/04/2022,BA.2,14166
02/04/2022,BA.4,0
02/04/2022,BA.5,1
02/04/2022,BA.1,433
02/04/2022,BA.2.75,0
02/04/2022,XBB,0
02/04/2022,BA.5.3,1
09/04/2022,A,0
09/04/2022,B,0
09/04/2022,B.1.1.7,0
09/04/2022,B.1.617.2,0
09/04/2022,B.1.1.529,1
09/04/2022,BA.2,2778
09/04/2022,BA.4,2
09/04/2022,BA.5,1
09/04/2022,BA.1,57
09/04/2022,BA.2.75,0
09/04/2022,XBB,0
09/04/2022,BA.5.3,0
16/04/2022,A,0
16/04/2022,B,0
16/04/2022,B.1.1.7,0
16/04/2022,B.1.617.2,0
16/04/2022,B.1.1.529,1
16/04/2022,BA.2,3251
16/04/2022,BA.4,2
16/04/2022,BA.5,1
16/04/2022,BA.1,48
16/04/2022,BA.2.75,0
16/04/2022,XBB,0
16/04/2022,BA.5.3,0
23/04/2022,A,0
23/04/2022,B,0
23/04/2022,B.1.1.7,0
23/04/2022,B.1.617.2,0
23/04/2022,B.1.1.529,1
23/04/2022,BA.2,2146
23/04/2022,BA.4,3
23/04/2022,BA.5,2
23/04/2022,BA.1,10
23/04/2022,BA.2.75,0
23/04/2022,XBB,0
23/04/2022,BA.5.3,1
30/04/2022,A,0
30/04/2022,B,0
30/04/2022,B.1.1.7,0
30/04/2022,B.1.617.2,0
30/04/2022,B.1.1.529,0
30/04/2022,BA.2,1322
30/04/2022,BA.4,0
30/04/2022,BA.5,10
30/04/2022,BA.1,8
30/04/2022,BA.2.75,0
30/04/2022,XBB,0
30/04/2022,BA.5.3,0
07/05/2022,A,0
07/05/2022,B,0
07/05/2022,B.1.1.7,0
07/05/2022,B.1.617.2,0
07/05/2022,B.1.1.529,0
07/05/2022,BA.2,1098
07/05/2022,BA.4,12
07/05/2022,BA.5,13
07/05/2022,BA.1,4
07/05/2022,BA.2.75,0
07/05/2022,XBB,0
07/05/2022,BA.5.3,4
14/05/2022,A,0
14/05/2022,B,0
14/05/2022,B.1.1.7,0
14/05/2022,B.1.617.2,0
14/05/2022,B.1.1.529,0
14/05/2022,BA.2,812
14/05/2022,BA.4,24
14/05/2022,BA.5,16
14/05/2022,BA.1,2
14/05/2022,BA.2.75,0
14/05/2022,XBB,0
14/05/2022,BA.5.3,2
21/05/2022,A,0
21/05/2022,B,0
21/05/2022,B.1.1.7,0
21/05/2022,B.1.617.2,0
21/05/2022,B.1.1.529,0
21/05/2022,BA.2,584
21/05/2022,BA.4,30
21/05/2022,BA.5,33
21/05/2022,BA.1,5
21/05/2022,BA.2.75,0
21/05/2022,XBB,0
21/05/2022,BA.5.3,15
28/05/2022,A,0
28/05/2022,B,0
28/05/2022,B.1.1.7,0
28/05/2022,B.1.617.2,0
28/05/2022,B.1.1.529,0
28/05/2022,BA.2,387
28/05/2022,BA.4,38
28/05/2022,BA.5,47
28/05/2022,BA.1,0
28/05/2022,BA.2.75,0
28/05/2022,XBB,0
28/05/2022,BA.5.3,16
04/06/2022,A,0
04/06/2022,B,0
04/06/2022,B.1.1.7,0
04/06/2022,B.1.617.2,0
04/06/2022,B.1.1.529,0
04/06/2022,BA.2,274
04/06/2022,BA.4,73
04/06/2022,BA.5,98
04/06/2022,BA.1,1
04/06/2022,BA.2.75,0
04/06/2022,XBB,0
04/06/2022,BA.5.3,20
11/06/2022,A,0
11/06/2022,B,1
11/06/2022,B.1.1.7,0
11/06/2022,B.1.617.2,0
11/06/2022,B.1.1.529,0
11/06/2022,BA.2,355
11/06/2022,BA.4,200
11/06/2022,BA.5,321
11/06/2022,BA.1,0
11/06/2022,BA.2.75,0
11/06/2022,XBB,0
11/06/2022,BA.5.3,55
18/06/2022,A,0
18/06/2022,B,1
18/06/2022,B.1.1.7,0
18/06/2022,B.1.617.2,0
18/06/2022,B.1.1.529,0
18/06/2022,BA.2,292
18/06/2022,BA.4,282
18/06/2022,BA.5,541
18/06/2022,BA.1,0
18/06/2022,BA.2.75,0
18/06/2022,XBB,0
18/06/2022,BA.5.3,100
25/06/2022,A,0
25/06/2022,B,0
25/06/2022,B.1.1.7,0
25/06/2022,B.1.617.2,0
25/06/2022,B.1.1.529,0
25/06/2022,BA.2,242
25/06/2022,BA.4,403
25/06/2022,BA.5,904
25/06/2022,BA.1,0
25/06/2022,BA.2.75,5
25/06/2022,XBB,0
25/06/2022,BA.5.3,185
02/07/2022,A,0
02/07/2022,B,0
02/07/2022,B.1.1.7,0
02/07/2022,B.1.617.2,1
02/07/2022,B.1.1.529,0
02/07/2022,BA.2,194
02/07/2022,BA.4,462
02/07/2022,BA.5,1298
02/07/2022,BA.1,0
02/07/2022,BA.2.75,3
02/07/2022,XBB,0
02/07/2022,BA.5.3,238
09/07/2022,A,0
09/07/2022,B,0
09/07/2022,B.1.1.7,0
09/07/2022,B.1.617.2,0
09/07/2022,B.1.1.529,0
09/07/2022,BA.2,112
09/07/2022,BA.4,324
09/07/2022,BA.5,1287
09/07/2022,BA.1,1
09/07/2022,BA.2.75,0
09/07/2022,XBB,0
09/07/2022,BA.5.3,237
16/07/2022,A,0
16/07/2022,B,0
16/07/2022,B.1.1.7,0
16/07/2022,B.1.617.2,2
16/07/2022,B.1.1.529,0
16/07/2022,BA.2,33
16/07/2022,BA.4,212
16/07/2022,BA.5,959
16/07/2022,BA.1,0
16/07/2022,BA.2.75,1
16/07/2022,XBB,0
16/07/2022,BA.5.3,154
23/07/2022,A,0
23/07/2022,B,0
23/07/2022,B.1.1.7,0
23/07/2022,B.1.617.2,0
23/07/2022,B.1.1.529,0
23/07/2022,BA.2,22
23/07/2022,BA.4,113
23/07/2022,BA.5,739
23/07/2022,BA.1,1
23/07/2022,BA.2.75,0
23/07/2022,XBB,0
23/07/2022,BA.5.3,112
30/07/2022,A,0
30/07/2022,B,0
30/07/2022,B.1.1.7,0
30/07/2022,B.1.617.2,0
30/07/2022,B.1.1.529,0
30/07/2022,BA.2,7
30/07/2022,BA.4,93
30/07/2022,BA.5,572
30/07/2022,BA.1,1
30/07/2022,BA.2.75,0
30/07/2022,XBB,0
30/07/2022,BA.5.3,91
06/08/2022,A,0
06/08/2022,B,0
06/08/2022,B.1.1.7,0
06/08/2022,B.1.617.2,0
06/08/2022,B.1.1.529,0
06/08/2022,BA.2,9
06/08/2022,BA.4,74
06/08/2022,BA.5,506
06/08/2022,BA.1,0
06/08/2022,BA.2.75,1
06/08/2022,XBB,0
06/08/2022,BA.5.3,73
13/08/2022,A,0
13/08/2022,B,0
13/08/2022,B.1.1.7,0
13/08/2022,B.1.617.2,0
13/08/2022,B.1.1.529,0
13/08/2022,BA.2,3
13/08/2022,BA.4,40
13/08/2022,BA.5,375
13/08/2022,BA.1,1
13/08/2022,BA.2.75,2
13/08/2022,XBB,0
13/08/2022,BA.5.3,31
20/08/2022,A,0
20/08/2022,B,0
20/08/2022,B.1.1.7,0
20/08/2022,B.1.617.2,0
20/08/2022,B.1.1.529,0
20/08/2022,BA.2,0
20/08/2022,BA.4,33
20/08/2022,BA.5,250
20/08/2022,BA.1,1
20/08/2022,BA.2.75,3
20/08/2022,XBB,0
20/08/2022,BA.5.3,20
27/08/2022,A,0
27/08/2022,B,0
27/08/2022,B.1.1.7,0
27/08/2022,B.1.617.2,0
27/08/2022,B.1.1.529,0
27/08/2022,BA.2,2
27/08/2022,BA.4,18
27/08/2022,BA.5,170
27/08/2022,BA.1,0
27/08/2022,BA.2.75,1
27/08/2022,XBB,0
27/08/2022,BA.5.3,16
03/09/2022,A,0
03/09/2022,B,0
03/09/2022,B.1.1.7,0
03/09/2022,B.1.617.2,0
03/09/2022,B.1.1.529,0
03/09/2022,BA.2,1
03/09/2022,BA.4,24
03/09/2022,BA.5,163
03/09/2022,BA.1,0
03/09/2022,BA.2.75,2
03/09/2022,XBB,0
03/09/2022,BA.5.3,17
10/09/2022,A,0
10/09/2022,B,0
10/09/2022,B.1.1.7,0
10/09/2022,B.1.617.2,0
10/09/2022,B.1.1.529,0
10/09/2022,BA.2,1
10/09/2022,BA.4,12
10/09/2022,BA.5,150
10/09/2022,BA.1,0
10/09/2022,BA.2.75,2
10/09/2022,XBB,0
10/09/2022,BA.5.3,10
17/09/2022,A,0
17/09/2022,B,0
17/09/2022,B.1.1.7,0
17/09/2022,B.1.617.2,0
17/09/2022,B.1.1.529,0
17/09/2022,BA.2,2
17/09/2022,BA.4,10
17/09/2022,BA.5,230
17/09/2022,BA.1,0
17/09/2022,BA.2.75,5
17/09/2022,XBB,1
17/09/2022,BA.5.3,21
24/09/2022,A,0
24/09/2022,B,0
24/09/2022,B.1.1.7,0
24/09/2022,B.1.617.2,0
24/09/2022,B.1.1.529,0
24/09/2022,BA.2,1
24/09/2022,BA.4,17
24/09/2022,BA.5,240
24/09/2022,BA.1,0
24/09/2022,BA.2.75,7
24/09/2022,XBB,1
24/09/2022,BA.5.3,34
01/10/2022,A,0
01/10/2022,B,0
01/10/2022,B.1.1.7,0
01/10/2022,B.1.617.2,0
01/10/2022,B.1.1.529,0
01/10/2022,BA.2,1
01/10/2022,BA.4,27
01/10/2022,BA.5,306
01/10/2022,BA.1,0
01/10/2022,BA.2.75,22
01/10/2022,XBB,0
01/10/2022,BA.5.3,48
08/10/2022,A,0
08/10/2022,B,0
08/10/2022,B.1.1.7,0
08/10/2022,B.1.617.2,0
08/10/2022,B.1.1.529,0
08/10/2022,BA.2,2
08/10/2022,BA.4,52
08/10/2022,BA.5,459
08/10/2022,BA.1,0
08/10/2022,BA.2.75,31
08/10/2022,XBB,1
08/10/2022,BA.5.3,143
15/10/2022,A,0
15/10/2022,B,0
15/10/2022,B.1.1.7,0
15/10/2022,B.1.617.2,0
15/10/2022,B.1.1.529,0
15/10/2022,BA.2,4
15/10/2022,BA.4,21
15/10/2022,BA.5,308
15/10/2022,BA.1,0
15/10/2022,BA.2.75,34
15/10/2022,XBB,1
15/10/2022,BA.5.3,106
22/10/2022,A,0
22/10/2022,B,0
22/10/2022,B.1.1.7,0
22/10/2022,B.1.617.2,0
22/10/2022,B.1.1.529,0
22/10/2022,BA.2,3
22/10/2022,BA.4,15
22/10/2022,BA.5,244
22/10/2022,BA.1,0
22/10/2022,BA.2.75,26
22/10/2022,XBB,4
22/10/2022,BA.5.3,133
29/10/2022,A,0
29/10/2022,B,0
29/10/2022,B.1.1.7,0
29/10/2022,B.1.617.2,0
29/10/2022,B.1.1.529,0
29/10/2022,BA.2,1
29/10/2022,BA.4,10
29/10/2022,BA.5,127
29/10/2022,BA.1,0
29/10/2022,BA.2.75,14
29/10/2022,XBB,2
29/10/2022,BA.5.3,123
05/11/2022,A,0
05/11/2022,B,0
05/11/2022,B.1.1.7,0
05/11/2022,B.1.617.2,0
05/11/2022,B.1.1.529,0
05/11/2022,BA.2,1
05/11/2022,BA.4,5
05/11/2022,BA.5,46
05/11/2022,BA.1,0
05/11/2022,BA.2.75,11
05/11/2022,XBB,0
05/11/2022,BA.5.3,69
12/11/2022,A,0
12/11/2022,B,0
12/11/2022,B.1.1.7,0
12/11/2022,B.1.617.2,0
12/11/2022,B.1.1.529,0
12/11/2022,BA.2,0
12/11/2022,BA.4,1
12/11/2022,BA.5,37
12/11/2022,BA.1,0
12/11/2022,BA.2.75,8
12/11/2022,XBB,0
12/11/2022,BA.5.3,59
19/11/2022,A,0
19/11/2022,B,0
19/11/2022,B.1.1.7,0
19/11/2022,B.1.617.2,0
19/11/2022,B.1.1.529,0
19/11/2022,BA.2,0
19/11/2022,BA.4,1
19/11/2022,BA.5,29
19/11/2022,BA.1,0
19/11/2022,BA.2.75,7
19/11/2022,XBB,0
19/11/2022,BA.5.3,62
26/11/2022,A,0
26/11/2022,B,0
26/11/2022,B.1.1.7,0
26/11/2022,B.1.617.2,0
26/11/2022,B.1.1.529,0
26/11/2022,BA.2,0
26/11/2022,BA.4,3
26/11/2022,BA.5,17
26/11/2022,BA.1,0
26/11/2022,BA.2.75,48
26/11/2022,XBB,2
26/11/2022,BA.5.3,82
03/12/2022,A,0
03/12/2022,B,0
03/12/2022,B.1.1.7,0
03/12/2022,B.1.617.2,0
03/12/2022,B.1.1.529,0
03/12/2022,BA.2,0
03/12/2022,BA.4,5
03/12/2022,BA.5,28
03/12/2022,BA.1,0
03/12/2022,BA.2.75,25
03/12/2022,XBB,5
03/12/2022,BA.5.3,117
10/12/2022,A,0
10/12/2022,B,0
10/12/2022,B.1.1.7,0
10/12/2022,B.1.617.2,0
10/12/2022,B.1.1.529,0
10/12/2022,BA.2,1
10/12/2022,BA.4,2
10/12/2022,BA.5,22
10/12/2022,BA.1,1
10/12/2022,BA.2.75,76
10/12/2022,XBB,11
10/12/2022,BA.5.3,188
17/12/2022,A,0
17/12/2022,B,0
17/12/2022,B.1.1.7,0
17/12/2022,B.1.617.2,0
17/12/2022,B.1.1.529,0
17/12/2022,BA.2,1
17/12/2022,BA.4,1
17/12/2022,BA.5,16
17/12/2022,BA.1,1
17/12/2022,BA.2.75,78
17/12/2022,XBB,30
17/12/2022,BA.5.3,201
24/12/2022,A,0
24/12/2022,B,0
24/12/2022,B.1.1.7,0
24/12/2022,B.1.617.2,0
24/12/2022,B.1.1.529,0
24/12/2022,BA.2,0
24/12/2022,BA.4,0
24/12/2022,BA.5,25
24/12/2022,BA.1,1
24/12/2022,BA.2.75,115
24/12/2022,XBB,21
24/12/2022,BA.5.3,232
31/12/2022,A,0
31/12/2022,B,0
31/12/2022,B.1.1.7,0
31/12/2022,B.1.617.2,0
31/12/2022,B.1.1.529,0
31/12/2022,BA.2,0
31/12/2022,BA.4,2
31/12/2022,BA.5,17
31/12/2022,BA.1,0
31/12/2022,BA.2.75,132
31/12/2022,XBB,13
31/12/2022,BA.5.3,320
07/01/2023,A,0
07/01/2023,B,0
07/01/2023,B.1.1.7,0
07/01/2023,B.1.617.2,0
07/01/2023,B.1.1.529,0
07/01/2023,BA.2,1
07/01/2023,BA.4,5
07/01/2023,BA.5,14
07/01/2023,BA.1,0
07/01/2023,BA.2.75,90
07/01/2023,XBB,15
07/01/2023,BA.5.3,179
14/01/2023,A,0
14/01/2023,B,0
14/01/2023,B.1.1.7,0
14/01/2023,B.1.617.2,0
14/01/2023,B.1.1.529,0
14/01/2023,BA.2,0
14/01/2023,BA.4,0
14/01/2023,BA.5,3
14/01/2023,BA.1,0
14/01/2023,BA.2.75,61
14/01/2023,XBB,7
14/01/2023,BA.5.3,88
21/01/2023,A,0
21/01/2023,B,1
21/01/2023,B.1.1.7,0
21/01/2023,B.1.617.2,0
21/01/2023,B.1.1.529,0
21/01/2023,BA.2,0
21/01/2023,BA.4,0
21/01/2023,BA.5,1
21/01/2023,BA.1,0
21/01/2023,BA.2.75,59
21/01/2023,XBB,20
21/01/2023,BA.5.3,33
28/01/2023,A,0
28/01/2023,B,0
28/01/2023,B.1.1.7,0
28/01/2023,B.1.617.2,0
28/01/2023,B.1.1.529,0
28/01/2023,BA.2,0
28/01/2023,BA.4,0
28/01/2023,BA.5,3
28/01/2023,BA.1,0
28/01/2023,BA.2.75,39
28/01/2023,XBB,36
28/01/2023,BA.5.3,39
04/02/2023,A,0
04/02/2023,B,0
04/02/2023,B.1.1.7,0
04/02/2023,B.1.617.2,0
04/02/2023,B.1.1.529,0
04/02/2023,BA.2,0
04/02/2023,BA.4,0
04/02/2023,BA.5,1
04/02/2023,BA.1,0
04/02/2023,BA.2.75,72
04/02/2023,XBB,84
04/02/2023,BA.5.3,44
11/02/2023,A,0
11/02/2023,B,0
11/02/2023,B.1.1.7,0
11/02/2023,B.1.617.2,0
11/02/2023,B.1.1.529,0
11/02/2023,BA.2,0
11/02/2023,BA.4,0
11/02/2023,BA.5,2
11/02/2023,BA.1,0
11/02/2023,BA.2.75,79
11/02/2023,XBB,115
11/02/2023,BA.5.3,18